names_worms,scores,species,set
Acanthochromis_polyacanthus_J_1,1316.9470000000001,Acanthochromis_polyacanthus,c
Acanthurus_leucosternon_5,1763.0023570028898,Acanthurus_leucosternon,c
Acanthurus_leucosternon_A_2,1870.82,Acanthurus_leucosternon,c
Acanthurus_nigricauda_4,1321.3525115897098,Acanthurus_nigricauda,c
Acanthurus_nigrofuscus_7,1374.3946375492,Acanthurus_nigrofuscus,c
Acanthurus_nigrofuscus_A_3,1555.004,Acanthurus_nigrofuscus,c
Acanthurus_nigroris_A_3,1361.675,Acanthurus_nigroris,c
Amblyglyphidodon_aureus_A_2,1658.964,Amblyglyphidodon_aureus,c
Amblyglyphidodon_leucogaster_A_2,1371.922,Amblyglyphidodon_leucogaster,c
Amphiprion_chrysopterus_A_1,1777.805,Amphiprion_chrysopterus,c
Anampses_femininus_F_1,1688.4479999999999,Anampses_femininus,c
Anampses_meleagrides_fem_147,1712.94199374124,Anampses_meleagrides,c
Anampses_meleagrides_male_150,1406.2168313548002,Anampses_meleagrides,c
Anisotremus_taeniatus_J_1,1519.517,Anisotremus_taeniatus,c
Arothron_mappa_A_1,1604.72,Arothron_mappa,c
Balistoides_viridescens_A_1,1489.636,Balistoides_viridescens,c
Belonoperca_chabanaudi_A_2,1562.605,Belonoperca_chabanaudi,c
Bodianus_anthioides_A_2,1610.0020000000002,Bodianus_anthioides,c
Bolbometopon_muricatum_A_1,1415.751,Bolbometopon_muricatum,c
Caesio_suevica_160,1410.7595335467001,Caesio_suevica,c
Calamus_bajonado_A_2,1248.389,Calamus_bajonado,c
Calamus_brachysomus_A_1,1273.205,Calamus_brachysomus,c
Centropyge_tibicen_A_1,1460.224,Centropyge_tibicen,c
Chaetodon_auriga_A_1,1673.886,Chaetodon_auriga,c
Chaetodon_auriga_juv_33,1663.77428714504,Chaetodon_auriga,c
Chaetodon_kleinii_36,1528.78979772575,Chaetodon_kleinii,c
Chaetodon_kleinii2_37,1477.38739683596,Chaetodon_kleinii,c
Chaetodon_octofasciatus_A_1,1645.4389999999999,Chaetodon_octofasciatus,c
Chaetodon_punctatofasciatus_A_1,1728.0870000000002,Chaetodon_punctatofasciatus,c
Chaetodon_punctatofasciatus_J_1,1625.1779999999999,Chaetodon_punctatofasciatus,c
Chaetodon_trifasciatus_41,1621.2821237975102,Chaetodon_trifasciatus,c
Cheiloprion_labiatus_J_2,1677.394,Cheiloprion_labiatus,c
Choerodon_graphicus_143,1513.83673106666,Choerodon_graphicus,c
Chromis_iomelas_A_2,1532.4389999999999,Chromis_iomelas,c
Coris_batuensis_A_1,1557.4379999999999,Coris_batuensis,c
Cromileptes_altivelis_A_2,1626.2520000000002,Cromileptes_altivelis,c
Dascyllus_carneus_55,1413.3073046465302,Dascyllus_carneus,c
Decapterus_macarellus_A_1,1191.333,Decapterus_macarellus,c
Echeneis_naucrates_58,1434.89721927004,Echeneis_naucrates,c
Echeneis_naucrates_A_1,1475.1770000000001,Echeneis_naucrates,c
Epinephelus_areolatus_59,1401.6597291461599,Epinephelus_areolatus,c
Epinephelus_areolatus_A_2,1483.201,Epinephelus_areolatus,c
Epinephelus_marginatus_A_1,1261.618,Epinephelus_marginatus,c
Gnathodentex_aureolineatus_A_1,1370.0520000000001,Gnathodentex_aureolineatus,c
Grammatorcynus_bilineatus_A_1,1250.747,Grammatorcynus_bilineatus,c
Halichoeres_dimidiatus_A_1,1510.276,Halichoeres_dimidiatus,c
Halichoeres_margaritaceus_M_2,1420.7879999999998,Halichoeres_margaritaceus,c
Halichoeres_notospilus_A_1,1459.405,Halichoeres_notospilus,c
Hemitaurichthys_zoster_A_1,1599.224,Hemitaurichthys_zoster,c
Kyphosus_ocyurus_A_1,1385.769,Kyphosus_ocyurus,c
Labrichthys_unilineatus_F_1,1565.983,Labrichthys_unilineatus,c
Labrichthys_unilineatus_fem_166,1129.2409051673,Labrichthys_unilineatus,c
Labrichthys_unilineatus_juv_170,1339.42229526758,Labrichthys_unilineatus,c
Labrichthys_unilineatus_M_1,1587.5620000000001,Labrichthys_unilineatus,c
Labrichthys_unilineatus_male_168,1504.1563548018,Labrichthys_unilineatus,c
Labropsis_xanthonota_72,1459.8043714553799,Labropsis_xanthonota,c
Labropsis_xanthonota_juv_73,1426.18699652538,Labropsis_xanthonota,c
Lutjanus_fulviflamma_74,1260.07067089949,Lutjanus_fulviflamma,c
Lutjanus_monostigma_A_1,1408.506,Lutjanus_monostigma,c
Macropharyngodon_meleagris_F_1,1799.984,Macropharyngodon_meleagris,c
Macropharyngodon_meleagris_M_2,1739.6889999999999,Macropharyngodon_meleagris,c
Monodactylus_argenteus_A_2,1432.918,Monodactylus_argenteus,c
Nemateleotris_magnifica_88,1497.3713756774,Nemateleotris_magnifica,c
Neoglyphidodon_nigroris_J_1,1659.918,Neoglyphidodon_nigroris,c
Oxymonacanthus_longirostris_94,1772.2888611898602,Oxymonacanthus_longirostris,c
Parupeneus_macronemus_98,1326.23324040156,Parupeneus_macronemus,c
Parupeneus_pleurostigma_A_1,1399.201,Parupeneus_pleurostigma,c
Pentapodus_vitta_A_1,1559.6729999999998,Pentapodus_vitta,c
Plectorhinchus_albovittatus_A_2,1293.695,Plectorhinchus_albovittatus,c
Plectorhinchus_albovittatus_A_3,1280.2269999999999,Plectorhinchus_albovittatus,c
Plectroglyphidodon_johnstonianus_202,1355.7626225868198,Plectroglyphidodon_johnstonianus,c
Plectroglyphidodon_lacrymatus_105,1528.14004413507,Plectroglyphidodon_lacrymatus,c
Pomacentrus_caeruleus_107,1652.85886897241,Pomacentrus_caeruleus,c
Pomacentrus_wardi_A_2,1154.579,Pomacentrus_wardi,c
Pseudanthias_squamipinnis_fem_109,1516.80632221634,Pseudanthias_squamipinnis,c
Pseudanthias_squamipinnis_male_110,1594.5868549811498,Pseudanthias_squamipinnis,c
Pseudojuloides_atavai_M_2,1527.3729999999998,Pseudojuloides_atavai,c
Ptereleotris_heteroptera_A_1,1472.175,Ptereleotris_heteroptera,c
Scarus_altipinnis_F_1,1323.388,Scarus_altipinnis,c
Scarus_altipinnis_M_1,1576.374,Scarus_altipinnis,c
Scarus_fuscopurpureus_M_1,1565.961,Scarus_fuscopurpureus,c
Scarus_longipinnis_F_1,1217.785,Scarus_longipinnis,c
Scarus_psittacus_M_2,1608.141,Scarus_psittacus,c
Scolopsis_aurata_A_1,1425.864,Scolopsis_aurata,c
Scolopsis_ghanam_129,1285.51332691793,Scolopsis_ghanam,c
Seriola_dumerili_A_2,1284.03,Seriola_dumerili,c
Sphoeroides_annulatus_A_3,1465.622,Sphoeroides_annulatus,c
Sphyraena_putnamae_A_2,1298.3039999999999,Sphyraena_putnamae,c
Stegastes_fasciolatus_A_1,1322.1329999999998,Stegastes_fasciolatus,c
Stegastes_fasciolatus_A_2,1336.735,Stegastes_fasciolatus,c
Stethojulis_albovittata_fem_144,1319.80521305135,Stethojulis_albovittata,c
Stethojulis_albovittata_M_1,1489.9289999999999,Stethojulis_albovittata,c
Sufflamen_bursa_146,1493.21402317681,Sufflamen_bursa,c
Thalassoma_septemfasciatum_F_1,1307.483,Thalassoma_septemfasciatum,c
Abudefduf_sparoides_2,1377.63203553,Abudefduf_sparoides,d
Acanthaluteres_vittiger_F_1,1464.806,Acanthaluteres_vittiger,d
Acanthopagrus_latus_A_1,1187.185,Acanthopagrus_latus,d
Acanthurus_mata_A_1,1683.412,Acanthurus_mata,d
Acanthurus_tristis_176,1344.5298726147,Acanthurus_tristis,d
Acanthurus_tristis_J_1,1478.122,Acanthurus_tristis,d
Amphiprion_akallopisos_141,1544.5541863758701,Amphiprion_akallopisos,d
Anampses_twistii_13,1562.6352576545098,Anampses_twistii,d
Arothron_nigropunctatus1_16,1407.9898668513001,Arothron_nigropunctatus,d
Arothron_nigropunctatus2_17,1285.63276078782,Arothron_nigropunctatus,d
Arothron_nigropunctatus3_18,1399.35176199093,Arothron_nigropunctatus,d
Arothron_nigropunctatus4_19,1231.01951488204,Arothron_nigropunctatus,d
Arothron_nigropunctatus5_20,1345.74857566722,Arothron_nigropunctatus,d
Arothron_nigropunctatus6_21,1397.76960864517,Arothron_nigropunctatus,d
Arothron_nigropunctatus7_22,1439.60184414982,Arothron_nigropunctatus,d
Arothron_nigropunctatus8_23,1356.7312827850699,Arothron_nigropunctatus,d
Arothron_nigropunctatus9_24,1220.3485143633802,Arothron_nigropunctatus,d
Aspidontus_taeniatus_A_1,1523.808,Aspidontus_taeniatus,d
Caesio_xanthonota_162,1402.70730777788,Caesio_xanthonota,d
Carangoides_fulvoguttatus_A_2,1295.729,Carangoides_fulvoguttatus,d
Centropyge_multispinis_31,1331.5906843449,Centropyge_multispinis,d
Centropyge_nox_A_2,1338.076,Centropyge_nox,d
Cephalopholis_argus_A_3,1542.614,Cephalopholis_argus,d
Chaetodon_adiergastos_A_1,1681.138,Chaetodon_adiergastos,d
Chaetodon_flavirostris_A_1,1736.369,Chaetodon_flavirostris,d
Chaetodon_lunula_43,1605.20750769864,Chaetodon_lunula,d
Chaetodon_melannotus_38,1605.28873520108,Chaetodon_melannotus,d
Chaetodon_melannotus_A_1,1704.293,Chaetodon_melannotus,d
Chaetodon_multicinctus_A_1,1618.6629999999998,Chaetodon_multicinctus,d
Chaetodon_triangulum_A_1,1620.1889999999999,Chaetodon_triangulum,d
Cheilinus_trilobatus_A_1,1362.033,Cheilinus_trilobatus,d
Cheilinus_trilobatus_A_2,1490.585,Cheilinus_trilobatus,d
Chlorurus_microrhinos_M_3,1677.0439999999999,Chlorurus_microrhinos,d
Chromis_viridis_50,1479.20499993254,Chromis_viridis,d
Chromis_viridis_M_1,1527.918,Chromis_viridis,d
Chromis_weberi_51,1317.53593143744,Chromis_weberi,d
Chromis_weberi_A_2,1219.33,Chromis_weberi,d
Cirripectes_stigmaticus_A_3,1448.3310000000001,Cirripectes_stigmaticus,d
Coris_roseoviridis_F_1,1533.1729999999998,Coris_roseoviridis,d
Epinephelus_macrospilos_A_1,1673.6989999999998,Epinephelus_macrospilos,d
Exallias_brevis_A_2,1721.994,Exallias_brevis,d
Forcipiger_longirostris_60,1713.0788027574201,Forcipiger_longirostris,d
Genicanthus_caudovittatus_F_1,1498.818,Genicanthus_caudovittatus,d
Haemulon_aurolineatum_A_1,1259.027,Haemulon_aurolineatum,d
Haemulon_parra_A_1,1290.508,Haemulon_parra,d
Halichoeres_cosmetus_fem_192,1605.56786683316,Halichoeres_cosmetus,d
Halichoeres_cosmetus_male_194,1522.48831391047,Halichoeres_cosmetus,d
Halichoeres_maculipinna_F_1,1527.3770000000002,Halichoeres_maculipinna,d
Halichoeres_ornatissimus_F_1,1667.4089999999999,Halichoeres_ornatissimus,d
Heniochus_acuminatus_68,1727.2348190129699,Heniochus_acuminatus,d
Hipposcarus_harid_M_1,1610.0910000000001,Hipposcarus_harid,d
Holacanthus_bermudensis_J_1,1789.705,Holacanthus_bermudensis,d
Iniistius_pavo_J_1,1439.6529999999998,Iniistius_pavo,d
Labroides_dimidiatus_71,1465.89776803164,Labroides_dimidiatus,d
Labroides_dimidiatus_A_1,1396.8929999999998,Labroides_dimidiatus,d
Labroides_dimidiatus_J_1,1589.454,Labroides_dimidiatus,d
Labropsis_australis_J_1,1482.8970000000002,Labropsis_australis,d
Larabicus_quadrilineatus_M_1,1413.621,Larabicus_quadrilineatus,d
Lutjanus_argentiventris_A_1,1487.494,Lutjanus_argentiventris,d
Macolor_niger_76,1192.56990424612,Macolor_niger,d
Macolor_niger_J_1,1726.297,Macolor_niger,d
Melichthys_niger_A_1,1524.27,Melichthys_niger,d
Monotaxis_grandoculis_A_1,1228.2730000000001,Monotaxis_grandoculis,d
Monotaxis_grandoculis_juv_80,1310.5283224565599,Monotaxis_grandoculis,d
Mycteroperca_jordani_A_1,1411.233,Mycteroperca_jordani,d
Myripristis_violacea_81,1360.31455131177,Myripristis_violacea,d
Myripristis_violacea_A_1,1336.1589999999999,Myripristis_violacea,d
Naso_brachycentron_82,1198.8935230606698,Naso_brachycentron,d
Naso_brachycentron_F_1,1260.139,Naso_brachycentron,d
Naso_elegans_86,1510.3600712011998,Naso_elegans,d
Notocirrhitus_splendens_A_2,1498.485,Notocirrhitus_splendens,d
Omobranchus_smithi_A_1,1390.368,Omobranchus_smithi,d
Oxycheilinus_digramma_A_1,1385.193,Oxycheilinus_digramma,d
Paradiancistrus_cuyoensis_A_1,1216.163,Paradiancistrus_cuyoensis,d
Parupeneus_cyclostomus_97,1256.2056862131599,Parupeneus_cyclostomus,d
Parupeneus_cyclostomus_A_3,1406.9779999999998,Parupeneus_cyclostomus,d
Platax_boersii_A_1,1356.599,Platax_boersii,d
Platax_teira_A_1,1632.379,Platax_teira,d
Pomacanthus_sexstriatus_A_1,1769.013,Pomacanthus_sexstriatus,d
Pomacanthus_xanthometopon_A_1,1790.217,Pomacanthus_xanthometopon,d
Pomacanthus_xanthometopon_A_2,1717.07,Pomacanthus_xanthometopon,d
Pomacentrus_bankanensis_A_2,1647.352,Pomacentrus_bankanensis,d
Pterocaesio_pisang_A_2,1274.806,Pterocaesio_pisang,d
Scarus_chameleon_F_1,1393.1889999999999,Scarus_chameleon,d
Scarus_chameleon_M_1,1682.16,Scarus_chameleon,d
Scarus_iseri_F_1,1379.287,Scarus_iseri,d
Scarus_spinus_M_2,1702.295,Scarus_spinus,d
Scarus_zelindae_M_2,1550.026,Scarus_zelindae,d
Seriola_lalandi_A_2,1085.124,Seriola_lalandi,d
Stethojulis_trilineata_M_2,1745.233,Stethojulis_trilineata,d
Sufflamen_chrysopterum_208,1368.00486085237,Sufflamen_chrysopterum,d
Sufflamen_chrysopterum_A_1,1450.48,Sufflamen_chrysopterum,d
Synchiropus_splendidus_A_2,1905.777,Synchiropus_splendidus,d
Thalassoma_hardwicke_133,1554.99789018552,Thalassoma_hardwicke,d
Thalassoma_jansenii_M_1,1568.1989999999998,Thalassoma_jansenii,d
Trachurus_trachurus_A_2,1132.458,Trachurus_trachurus,d
Upeneus_moluccensis_A_1,1314.015,Upeneus_moluccensis,d
Zebrasoma_desjardinii_J_1,1892.4379999999999,Zebrasoma_desjardinii,d
Zebrasoma_rostratum_A_2,1592.836,Zebrasoma_rostratum,d
